grad_norm,loss,loss_q0,loss_q1,loss_q2,loss_q3,mse,mse_q0,mse_q1,mse_q2,mse_q3,samples,step,eval_loss,eval_loss_q0,eval_loss_q1,eval_loss_q2,eval_loss_q3,eval_mse,eval_mse_q0,eval_mse_q1,eval_mse_q2,eval_mse_q3
0.6311859277676959,0.5049472832679749,0.31088322850721395,0.3780876899644793,0.5212853928419555,0.8093748177008058,0.23449876427650454,0.0402905675121763,0.10543573135212722,0.2534590061862036,0.5386332038172581,96128,750,,,,,,,,,,
0.6217599127033913,0.4830375945568084,0.2950380966382824,0.35667207432763304,0.5063144410749787,0.7935724373062052,0.22791375994682309,0.03787818482904584,0.10158145559103333,0.2501767781310388,0.5416493605510075,102528,800,,,,,,,,,,
0.5949603349275318,0.4656568360328675,0.2798014924980717,0.34124041697829194,0.4793277701535548,0.7762628982127411,0.22444845288991927,0.036950086951013934,0.09913359652160886,0.23810961541895254,0.5377176828329437,108928,850,,,,,,,,,,
0.5679138362829131,0.4552812421321868,0.26057400979120565,0.32339514378914075,0.4629715730241354,0.7670794304786892,0.229584763944149,0.03529836212546601,0.09795713668737488,0.23662452849820567,0.5413468034765518,115328,900,,,,,,,,,,
0.5588962349021228,0.43795573890209205,0.2479768600233521,0.3078503254547152,0.45255526232629917,0.7478587338036906,0.22444277673959728,0.034444361860054645,0.0937850472610792,0.23847708744678767,0.5354977996567456,121728,950,,,,,,,,,,
0.5463599160616234,0.4235858142375947,0.23606993654347444,0.2937272729311324,0.4322642874177192,0.7372041885295845,0.22342241406440733,0.03336616424853193,0.09243083566794325,0.234684373582452,0.5380898125607234,128128,1000,,,,,,,,,,
0.5113730442294054,0.4046513247489929,0.22053998983908643,0.28124783056704383,0.419097374501395,0.7208643522077376,0.2163491588830948,0.03227752332542364,0.09163128242663135,0.2303844474463801,0.5343182457882236,134528,1050,,,,,,,,,,
0.4980286784155435,0.39824396848678606,0.20656505127030392,0.26980159623682726,0.40667875286465965,0.714999346949907,0.22206739664077763,0.03176419114002535,0.09291171389617314,0.22985283416784424,0.5387795253125228,140928,1100,,,,,,,,,,
0.49638286108807617,0.3873584109544754,0.1968850124933861,0.25753917101038815,0.3896471008558888,0.6993428782510611,0.21974623769521717,0.030862517964206814,0.08940822824750237,0.22079445681470808,0.5319455242324096,147328,1150,,,,,,,,,,
0.4830269813931873,0.37882987558841713,0.18794753790969532,0.24815755335142653,0.3775931755695577,0.692969899265854,0.22083608865737914,0.030406694110275568,0.08804772992415325,0.2214640364220927,0.5347579823461958,153728,1200,,,,,,,,,,
0.4525760485448249,0.36081440985202784,0.17837209177202898,0.23646947042103464,0.36477923547067864,0.6792569743177751,0.21251528084278104,0.030249722622401453,0.08749567445449734,0.2172728171776381,0.5306895833236334,160128,1250,,,,,,,,,,
0.426731511142026,0.3554406183958055,0.16610029745618063,0.2271097002307599,0.3593569442366738,0.6677427883476749,0.21607379645109176,0.0293218139183264,0.08747719615538746,0.22039656957416476,0.5256500345054153,166528,1300,,,,,,,,,,
0.42945160461800025,0.34846523344516755,0.1595620389142822,0.21824424842466716,0.35053230327412777,0.6588511163539823,0.21739109992980962,0.0290931420160474,0.08721279953899276,0.21956967291656046,0.5270411603827567,172928,1350,,,,,,,,,,
0.40490620783169856,0.33788974821567547,0.1534263303848848,0.2109629864985166,0.34170599434060833,0.6520685451360446,0.21381942778825755,0.028436060165294947,0.08764937451318303,0.21860502656599715,0.5271539766462526,179328,1400,,,,,,,,,,
0.39743721498307233,0.33182166934013374,0.14605422215108504,0.20101157146597096,0.33241957156246554,0.6472877559220298,0.21409576743841177,0.028177724870240183,0.08371051670551599,0.2140530444954173,0.529952286336425,185728,1450,,,,,,,,,,
0.37993262541631784,0.3229826527833938,0.13852898376016565,0.19441302647643105,0.3252451004388861,0.6400264959718276,0.2124710389971733,0.028081220568082016,0.08314033369272375,0.2155460246780097,0.5293605914867694,192128,1500,,,,,,,,,,
0.3774615136359081,0.3182591265439987,0.1310412887231068,0.1881961541338497,0.31798376336872175,0.6335431540638432,0.21355056166648856,0.027971754715167864,0.08338306498780776,0.21320422361684108,0.5274038426601203,198528,1550,,,,,,,,,,
0.35122014818566993,0.3080418246984483,0.12684736501544389,0.18228497348785783,0.31263465617793573,0.6210483926211656,0.2090313583612442,0.027865577867610042,0.08276222282830095,0.21415338694052002,0.5220153970431424,204928,1600,,,,,,,,,,
0.3505504748393919,0.30187953710556026,0.12072743958736701,0.17679454773135983,0.3002134986366419,0.6176381468489058,0.20765282601118096,0.026809952916640106,0.08172663538609524,0.20644807560123266,0.5234837197027515,211328,1650,,,,,,,,,,
0.33899421454430784,0.30151958584785477,0.11738143017386926,0.168761792298789,0.29769517919200184,0.6166093820814311,0.211919447183609,0.026704155504280715,0.08018155391853306,0.2080851968517049,0.527066493491928,217728,1700,,,,,,,,,,
0.3418214930829373,0.2931305968761443,0.11259808185923613,0.1668588854302435,0.2921008189706625,0.6092079417767119,0.20842731446027757,0.027343634044286448,0.0817298219156771,0.20725667673637135,0.5256458302536102,224128,1750,,,,,,,,,,
0.3104642453464157,0.28923793286085125,0.10669621771479298,0.16081213785411763,0.2896853094330773,0.6058285653854547,0.20929753780364987,0.02665148212456013,0.08099361940959825,0.20988287224104404,0.5257350672412704,230528,1800,,,,,,,,,,
0.3209572064869966,0.28550504684448236,0.10335528327303073,0.1565584934264457,0.2811368820056056,0.5973687239945031,0.20924726545810707,0.026473022981183647,0.07944047026769001,0.20549557247476358,0.5219914076150626,236928,1850,,,,,,,,,,
0.3103439602298504,0.2839796981215476,0.09867326197577451,0.15429649317779842,0.2791754816380988,0.5956898273713441,0.21147347271442413,0.02643140879341382,0.08055735646291115,0.20786722518381004,0.5229578089142036,243328,1900,,,,,,,,,,
0.30313286214338275,0.2781860694289207,0.09618129986798417,0.1474497360148125,0.27324904967505614,0.5917860760304986,0.20891073167324067,0.02667300341005541,0.07834317928607774,0.20382838975812226,0.5227181606604802,249728,1950,,,,,,,,,,
0.3053692231332674,0.27418683856725684,0.09196504606189328,0.14472990632057156,0.2691555907710989,0.5850220671361446,0.20862563878297805,0.026309010651266746,0.07992357181409679,0.20411851760835806,0.5183610569926178,256128,2000,,,,,,,,,,
,,,,,,,,,,,,,0.2854560613632202,0.08462260945423229,0.15038534060672476,0.27843081844704487,0.5986353101001846,0.22153352200984955,0.026344870796074726,0.07528097975861142,0.21544458717107776,0.5365693093174034
0.2869566173124157,0.2704842710494995,0.08856801630572404,0.14284360378480437,0.2671149128427101,0.5861651903607554,0.2074521997570991,0.02483324916276289,0.07958331074580054,0.20470219495750555,0.5234133545261789,262528,2050,,,,,,,,,,
0.2915606030972635,0.270219875574112,0.08505754360742386,0.13743155388566233,0.26265430478848784,0.5800879010409481,0.21061374604701993,0.026160946079041462,0.07748951358493425,0.2034880747093026,0.5196967386343737,268928,2100,,,,,,,,,,
0.2990250332412238,0.26305713415145854,0.08243954443423053,0.13609214679790807,0.25880562810647845,0.5790785476565361,0.20585563778877264,0.025387281866512193,0.0784867729326605,0.2022239143401391,0.5215460741577723,275328,2150,,,,,,,,,,
0.29575587523978875,0.2614379519224167,0.08006183412209106,0.1333458968751031,0.25048507487736366,0.5824907834096288,0.20657239764928823,0.025465591920760516,0.07825349656101135,0.19608120644459226,0.5271148248932033,281728,2200,,,,,,,,,,
0.25860388368509424,0.25372865170240394,0.07765020896036945,0.132143872132121,0.25174783051930943,0.5643055394243964,0.20135245829820633,0.025486010128279547,0.07923637427212783,0.19944260227450972,0.5121814899122586,288128,2250,,,,,,,,,,
0.25347174075103085,0.2516871911287306,0.07441254445545757,0.12601602887866128,0.24506086751277506,0.564912690403305,0.20190323263406754,0.024810806919307246,0.07605348825557523,0.19553297093976443,0.5148800484627198,294528,2300,,,,,,,,,,
0.258217012238895,0.24897253960371024,0.07341112856364176,0.12300993103599578,0.24576111358893268,0.5674750337383264,0.20095723152160652,0.02504593038958724,0.07534159653275573,0.19741324827550538,0.5198023622267011,300928,2350,,,,,,,,,,
0.26047277725679996,0.24900608152151105,0.0711174172151349,0.12222504704970681,0.2409906606940026,0.5654556073239062,0.20305353105068213,0.024959291457557365,0.07594630086677341,0.19574384076434892,0.5193356609715611,307328,2400,,,,,,,,,,
0.243990677666052,0.24715755432844166,0.06840471241479622,0.12000151846009349,0.24311750908027555,0.5658280418097315,0.2031322541832924,0.024703203944565256,0.07618795014929274,0.19884959352145495,0.5215059358715026,313728,2450,,,,,,,,,,
0.23132695761609467,0.2458328178524971,0.06623329203200515,0.11809971810491524,0.23948594246033816,0.5595852628777856,0.20340524464845658,0.024139010796519353,0.07565997424048587,0.19677399247014,0.5171206888515593,320128,2500,,,,,,,,,,
0.250876435658276,0.24392898648977285,0.0647690793163347,0.11540525252354136,0.23325637359707013,0.5605767100272915,0.20347081422805782,0.024683558125189926,0.07474645054529033,0.1927961291937018,0.5199547558098506,326528,2550,,,,,,,,,,
0.2612540136818262,0.24060140281915665,0.06421412284258189,0.11335753463090872,0.23252943667483184,0.5527085481735592,0.20146121561527244,0.024758986105097462,0.07441625564496407,0.19359318742017567,0.5134884000187064,332928,2600,,,,,,,,,,
0.2572932625951015,0.24081456303596496,0.062229225733477056,0.11356129031459337,0.2335607332481456,0.5582144834487455,0.2031638294458389,0.024435641551810963,0.07616709170697405,0.1958886977553484,0.5204625959362134,339328,2650,,,,,,,,,,
0.23420121391252702,0.2386623260378838,0.06086458860408253,0.11071150537048094,0.22980874177272367,0.5485840806983905,0.2023621961474418,0.024384550555204502,0.07482298240836151,0.19326296513807503,0.5123154459238003,345728,2700,,,,,,,,,,
0.23046029853515923,0.23702862381935122,0.0593658598636665,0.10931544908447441,0.23032694414183197,0.5465850279262395,0.2022701081633568,0.024632909063972294,0.07424326731509068,0.19572263789203134,0.511958872944506,352128,2750,,,,,,,,,,
0.23569484134958202,0.2388714510202408,0.05784355533167319,0.10819300932063738,0.22860115083999705,0.5500776550699917,0.2053398820757866,0.024283791515445453,0.07461540074446947,0.1952004241263255,0.5164967694892995,358528,2800,,,,,,,,,,
0.2518141354658297,0.23459277570247647,0.056945201496444206,0.1069726654748393,0.22446240846243698,0.5465805107391567,0.20205446064472202,0.02473423069797143,0.0744808178020436,0.19205775551541915,0.5135471991214904,364928,2850,,,,,,,,,,
0.25827984854460095,0.23545209139585488,0.05515555403341614,0.10547367828864349,0.22137949592302195,0.5469653930707545,0.20423596024513255,0.02368712041775031,0.07453138625438088,0.19010450432485598,0.5157803625638357,371328,2900,,,,,,,,,,
0.2242698517430842,0.2312546795606613,0.05412276242740265,0.10249137298078885,0.21864399885244115,0.5470493327742233,0.20090979248285304,0.023795345056733357,0.07225461427205726,0.18815759993625078,0.5167234859576371,377728,2950,,,,,,,,,,
0.2222896667376498,0.2284003433585167,0.05362739453184123,0.10207565126906216,0.21863223847277813,0.5382554528481528,0.19905093848705296,0.024386022899804155,0.07268560205880871,0.1894066472779053,0.5087108700696743,384128,3000,,,,,,,,,,
0.23545557228677616,0.22795967400074002,0.051916659890558776,0.09979590492206711,0.21456707854486665,0.5457677492215163,0.19977996319532393,0.023724336720131106,0.07146899188291186,0.18650156542018886,0.5176275228868847,390528,3050,,,,,,,,,,
0.21448022460274135,0.22773801416158673,0.05092479626015431,0.09891110442481064,0.21388480670451696,0.5428794703629378,0.20052055627107612,0.02365312211705558,0.07165002655924343,0.18653756601632981,0.515884367789262,396928,3100,,,,,,,,,,
0.2179023204309282,0.22897347867488854,0.05032775141134561,0.09953391922675443,0.2149354866672852,0.5468487693924754,0.20256895631551747,0.023940063215251408,0.07307097507470779,0.18830481527705453,0.5207024675142137,403328,3150,,,,,,,,,,
0.21864635730683415,0.22409449100494383,0.049589262433471,0.10055821954608346,0.21169103987151414,0.5324736045288903,0.1984675970673562,0.024139846349469304,0.0747716558416407,0.18619604161270362,0.5066931194539227,409728,3200,,,,,,,,,,
0.21825427937948128,0.22336426913738253,0.04840939501730293,0.09755227601438973,0.21189544574411528,0.5419470882649222,0.1985628843307496,0.023587507469937766,0.07294043962393164,0.18693412773860116,0.5171351225944298,416128,3250,,,,,,,,,,
0.2405649310886187,0.21735432595014573,0.048275166007311035,0.0970695320853304,0.20769778540946293,0.532530693110345,0.1932867071032523,0.024185604168940226,0.07295324832681667,0.18372879340574938,0.5084338443393408,422528,3300,,,,,,,,,,
0.22394859592753988,0.2195398011803627,0.04664834750171782,0.0967166462333543,0.2087396368897564,0.5408498035121326,0.19629062116146082,0.023536006299599732,0.07358265340193171,0.18545771445529138,0.5173706152683476,428928,3350,,,,,,,,,,
0.22524460505902677,0.21731197357177737,0.04650898680493621,0.09299312625892205,0.2074376385092285,0.5332926168331873,0.19455940157175056,0.023672032861982363,0.07037867153014728,0.18462141032825358,0.5105513501840784,435328,3400,,,,,,,,,,
0.2151945055328313,0.21584503412246708,0.045090152211845876,0.09303720924057568,0.20769085757079536,0.5367409612626393,0.19387096941471102,0.02312116894853346,0.07111829540843558,0.18567143764405977,0.5147498600049812,441728,3450,,,,,,,,,,
0.2125641127621091,0.21790682107210163,0.04485365967519852,0.09406837338150066,0.20573927998987893,0.5372173730200573,0.19652300298213968,0.0237088520858955,0.07268836514221075,0.18435473375801364,0.5155832635015912,448128,3500,,,,,,,,,,
0.2034787201348411,0.21817365348339074,0.0437295915513678,0.0929219635729658,0.20380458007468558,0.5348569888125031,0.1974467241764068,0.022995943907791895,0.07213390449856381,0.1829621155401217,0.5143177884472601,454528,3550,,,,,,,,,,
0.22156048960176256,0.21770088851451871,0.04289598573852624,0.09009555785110847,0.20129277267568615,0.5303329072505396,0.19756334811449044,0.022906672460501154,0.06992238234158171,0.18103109580624954,0.5102088442556365,460928,3600,,,,,,,,,,
0.23067499930302524,0.21609609365463248,0.0431432926484667,0.09262460892610766,0.1992604973376726,0.5326149610502834,0.19642911374568936,0.023614429629706443,0.07283508537787244,0.17950624937540827,0.5130261195335865,467328,3650,,,,,,,,,,
0.22206643876788584,0.21412664622068406,0.04228670871031756,0.09034497245208707,0.2021807158522061,0.5288116748772771,0.194969351887703,0.023080327248836775,0.07114015749674164,0.18306465708079842,0.5097133842330349,473728,3700,,,,,,,,,,
0.23028255479096263,0.2151192301511764,0.041474390243284046,0.09105887908554923,0.20334976673540128,0.5247717796872541,0.19651058673858635,0.022877122448943844,0.07245861550079806,0.18482227673438945,0.5060631135029805,480128,3750,,,,,,,,,,
0.20546897819073368,0.21336156159639355,0.04195659541343366,0.09167080900709931,0.19841894648555566,0.5258133589454079,0.19523920744657516,0.023911417392814632,0.07349001533772632,0.18034363870893688,0.5076233377397197,486528,3800,,,,,,,,,,
0.21003707519993187,0.21310920447111129,0.04086633318229625,0.08886991866380829,0.2036796781353484,0.5216212288405795,0.19549482226371767,0.023382342072354397,0.07132397408310819,0.18593502581296883,0.5039366459741713,492928,3850,,,,,,,,,,
0.20499124189514653,0.2136139798164368,0.04090835861803847,0.08914354305979094,0.2000516729695456,0.5228763114210417,0.1963686615228652,0.023470664074028362,0.07192237812110942,0.18295397845253025,0.5056521775261321,499328,3900,,,,,,,,,,
0.2330504881598321,0.21364830523729325,0.04007288578017713,0.08674766337424838,0.20002073386752292,0.5262163121308864,0.1969085705280304,0.023236864579380217,0.07010539787964797,0.18323294412905153,0.5095195320379289,505728,3950,,,,,,,,,,
0.20685586665440242,0.20790657937526705,0.04000845478423136,0.08660395762410367,0.19665636220460458,0.5162346635893844,0.1915285885334015,0.02347043341808283,0.07039954585212897,0.18025548836204497,0.4998613505649588,512128,4000,,,,,,,,,,
,,,,,,,,,,,,,0.2260076105594635,0.04145806526829456,0.07612843925674116,0.20571962570150695,0.5051347142771673,0.21027684211730957,0.025888690853427196,0.06049468188035874,0.19039188325405118,0.488883470234118
0.22847345538828984,0.21294537842273703,0.03922530867104947,0.08645650736235698,0.1988421937396652,0.5189380221574211,0.19697308838367464,0.023246805878757364,0.07049318856875829,0.18287878097587484,0.5029533076532977,518528,4050,,,,,,,,,,
0.2164445115187288,0.2125181046128273,0.0385562473106495,0.08608414536332755,0.19838853412996574,0.5229704557699569,0.19687946081161498,0.02289391084579213,0.0704331284505318,0.1827554205277316,0.5073622934798557,524928,4100,,,,,,,,,,
0.20188951020856716,0.20589187771081924,0.038279964756705975,0.08519532652070336,0.19683016461321984,0.5215435151588736,0.19064917862415315,0.022972159877938835,0.07005072484008122,0.18155600939953562,0.5062963495072293,531328,4150,,,,,,,,,,
0.19608051198167334,0.2100939291715622,0.037469229317591696,0.08545734784078049,0.19289122500104636,0.5175046812823688,0.19513413906097415,0.022585031065217035,0.07055893364229411,0.1778882891076502,0.502454923070253,537728,4200,,,,,,,,,,
0.2198849187637946,0.20986988216638564,0.037435168679511875,0.08507015569527868,0.19729025148678037,0.515465478234863,0.19527349591255186,0.02274486917679769,0.07057806298167334,0.1826338438090703,0.5009197480560599,544128,4250,,,,,,,,,,
0.2050592674571938,0.2034938508272171,0.03780688558634943,0.08551297875804709,0.1954905199773098,0.5175123542309903,0.18920787543058395,0.02355562434177754,0.07115884332962868,0.1812437632826417,0.5032198093658498,550528,4300,,,,,,,,,,
0.2050445794334196,0.20923440068960197,0.03699539197342739,0.0828353863284983,0.18870473983495156,0.5172498223843142,0.1952392396330834,0.023035574293665866,0.06890937137966613,0.17469806858448333,0.5031652257602416,556928,4350,,,,,,,,,,
0.21309211994340985,0.21075351268053055,0.03675814641110917,0.08217271626578095,0.19483762850304054,0.5193228857347019,0.19703668981790542,0.023094509346038433,0.06838073446339514,0.18111202471701024,0.5056340570787397,563328,4400,,,,,,,,,,
0.2186514659887644,0.20700110375881198,0.03656096004156606,0.0825922025994006,0.1893506038350738,0.5165330045012754,0.19357834368944168,0.023060627880414235,0.06915659821539781,0.17597249033978482,0.5031567680325196,569728,4450,,,,,,,,,,
0.22645575844974694,0.20974056124687196,0.03631628543905896,0.08196776730657322,0.19304351950040383,0.514694367769952,0.19656617671251306,0.023179056873213647,0.06879969320175977,0.17983762988340543,0.5015097793287309,576128,4500,,,,,,,,,,
0.2092610951502728,0.2076694443821907,0.03606763806357644,0.08138069447103823,0.18969581422821827,0.5271501122631983,0.19470818996429437,0.023144141727054524,0.06832071848869792,0.1767858790420454,0.5141949877095737,582528,4550,,,,,,,,,,
0.20236403738797284,0.2001227888464928,0.035398690723995936,0.08145110920716943,0.18769957073570015,0.5125445568768482,0.1874691760540009,0.022778731050849987,0.0686790040789512,0.17505110678230895,0.49997733680846845,588928,4600,,,,,,,,,,
0.2268796970833703,0.21017985075712198,0.03536734420353843,0.08296773998735607,0.19033153677054446,0.5084565233681708,0.19774989217519756,0.02297996352235768,0.07048816963109736,0.17795938463435668,0.49597840592177067,595328,4650,,,,,,,,,,
0.21157994748503886,0.20206653982400893,0.035101165517177735,0.08160470930339783,0.1898873535876334,0.5097041258471581,0.1898560324311256,0.02278592195371986,0.06950815515271545,0.17764521387693344,0.4975181929957931,601728,4700,,,,,,,,,,
0.20319732217568925,0.20208483844995498,0.03520559594464015,0.08189066126942632,0.18638954553753165,0.515172991544218,0.1900831535458565,0.02323707885231458,0.06985171966254722,0.17443256468580298,0.5031281605180564,608128,4750,,,,,,,,,,
0.22192540443588096,0.2084602063894271,0.03474816879060879,0.08194734935635145,0.18984189299486534,0.5220806977986491,0.1966984865069389,0.023011007898281893,0.07017118210814073,0.1780921839944713,0.5102969256590618,614528,4800,,,,,,,,,,
0.22359791352225072,0.20538880079984667,0.03422540041869912,0.07906180887296338,0.18685448077812994,0.512886304987396,0.1938413003087044,0.02270665255427114,0.06754434451920105,0.1752553967314855,0.5013314054337337,620928,4850,,,,,,,,,,
0.1885215207819079,0.20235425114631644,0.03408571249673679,0.08003786281602569,0.18408021854082096,0.5144590413290809,0.19100107580423362,0.02270596013991646,0.06867685280003948,0.17273357142538492,0.5031338216182698,627328,4900,,,,,,,,,,
0.20977615595353835,0.2038586097955704,0.03421210813242393,0.07927864164452869,0.18493213282863083,0.5172143389326912,0.19264941364526747,0.02303138833580183,0.06803340039057718,0.17374144296535868,0.5059934552324113,633728,4950,,,,,,,,,,
0.20578756859198075,0.20698399990797042,0.03343402768821711,0.08001459266029042,0.18731181863435728,0.5156769366155984,0.19601754844188693,0.022491714311218228,0.06905898592885464,0.17633416396725102,0.5046872712265358,640128,5000,,,,,,,,,,
0.20129494024767947,0.2049522188305855,0.03364753185926243,0.08031574294393251,0.18404805810920405,0.5136874062551144,0.19406540483236306,0.022698085126424364,0.06946041936945986,0.17315566371651808,0.5028385764247817,646528,5050,,,,,,,,,,
0.21258571277130722,0.20467508643865584,0.03315935419539315,0.07927317117404321,0.18251200821937083,0.5110114204643055,0.1940084812045098,0.022462898710973466,0.06862541023776766,0.17176333555698461,0.500432628582149,652928,5100,,,,,,,,,,
0.20269006799565983,0.20313533127307898,0.03314515065962001,0.07741500757805228,0.18527912113118358,0.5177846529700961,0.19256014376878738,0.02261378524011247,0.06688786226343202,0.174636892552146,0.5071854498249078,659328,5150,,,,,,,,,,
0.22684335300925884,0.20335700899362558,0.03311095269822998,0.07864573390191358,0.1813843257458282,0.514745930144898,0.19295585483312608,0.022716005692984265,0.0682093385808838,0.17104476416416795,0.5043156729350027,665728,5200,,,,,,,,,,
0.2083023222470087,0.2030137935280799,0.03281357877084603,0.07750963621888503,0.1843522727440998,0.5096642885503608,0.19276925593614586,0.0225373012208521,0.06727307796953032,0.1740692142591049,0.49948217536732464,672128,5250,,,,,,,,,,
0.19173466811849077,0.19940166771411896,0.03261247106960842,0.0765000868821368,0.18287454752256024,0.4990112549897771,0.1892708346247674,0.022503964431722714,0.06630634080264748,0.17278841073331044,0.4888727787050405,678528,5300,,,,,,,,,,
0.19380975280242319,0.1961761873960495,0.032329162919510775,0.07736973566730716,0.17950033027231435,0.5071241809245277,0.18624641925096513,0.022480580339508564,0.06735601991192088,0.16959834944206276,0.4971620604699972,684928,5350,,,,,,,,,,
0.19928507255303599,0.20349452227354042,0.032332044479578236,0.0783649359128479,0.17962515791174904,0.5121349291915782,0.19364005953073501,0.02253514761184613,0.06847610979422973,0.16972019330028382,0.5023059777610541,691328,5400,,,,,,,,,,
0.20434531617898244,0.1980613192915917,0.0323911967468512,0.07653431031091355,0.1831455740189214,0.5057043583184403,0.18833176940679558,0.022617483749910666,0.06680860107050145,0.1734877414310641,0.4959455379135651,697728,5450,,,,,,,,,,
0.19515745205287613,0.2018045684695243,0.032229695458900524,0.07738106894990153,0.17977235595088165,0.5109676002235762,0.19223661392927183,0.022667063990404194,0.06783445409622509,0.17019004115556963,0.5013886898242187,704128,5500,,,,,,,,,,
0.20863890127279183,0.19642489880323416,0.03181709482485788,0.07704527695621141,0.1781758714303956,0.5033655464695828,0.1869465887546538,0.022291661930123784,0.06756069030213156,0.16867708665307413,0.4939617389796736,710528,5550,,,,,,,,,,
0.19725324567517177,0.19359110414981834,0.03234302894725813,0.07583536862089994,0.18447256858761463,0.5070992997786407,0.1842218446731567,0.02303130350005834,0.06646119221943043,0.17504712150303195,0.4977310898734133,716928,5600,,,,,,,,,,
0.21129667965607077,0.19936078220605832,0.03168237698815329,0.07667189618195856,0.18052681238254328,0.5054334556081523,0.19013921767473213,0.022463876131194493,0.06746373871704028,0.1713174279879748,0.49618364181808106,723328,5650,,,,,,,,,,
0.19632527053534113,0.19981880336999894,0.03157460925282135,0.07396612790652404,0.17910310735466276,0.5044815383529763,0.19073241144418718,0.022492891563721914,0.06491924896824136,0.16998886414604178,0.4953805304692092,729728,5700,,,,,,,,,,
0.18928034631081464,0.19359000146389008,0.031182134944890465,0.07567553193822348,0.17787235825624095,0.5035653219280274,0.18455911010503773,0.022210091514066995,0.06661745654836448,0.1688119625776498,0.4945317814444859,736128,5750,,,,,,,,,,
0.18029879127689707,0.19603518217802046,0.031206716504537407,0.07495861411848585,0.17560187686303283,0.502881532292309,0.18716227680444714,0.022382648292040286,0.06605557953097699,0.16670141364419175,0.49401869257012954,742528,5800,,,,,,,,,,
